page_title,page_id
Dimensionality reduction,579867
Dimensioners,14008845
Dimethisterone,23484571
Dimethoate,7826539
Dimethoxyethane,1573097
Dimethoxymethane,5156882
Dimethyl carbonate,7164750
Dimethyl disulfide,32561502
Dimethyl ether,569315
Dimethyl fumarate,17102293
Dimethyl maleate,16472832
Dimethyl methylphosphonate,3157586
Dimethyl phthalate,5421735
Dimethyl pimelimidate,13579157
Dimethyl sulfate,2070566
Dimethyl sulfide,2249388
Dimethyl sulfoxide,569213
Dimethyl terephthalate,2004090
Dimethyl trisulfide,34899901
Dimethylacetamide,2258395
Dimethylamine,2421141
Dimethylaniline,213605
Dimethylbenzylamine,10619313
Dimethylbutadiene,37313881
Dimethyldichlorosilane,13037166
Dimethyldioxirane,15627528
Dimethyldithiocarbamate,77226611
Dimethylethanolamine,1918853
Dimethylformamide,1415135
Dimethylheptylpyran,14189775
Dimethylurea,78630410
Dimethylzinc,13273052
Dimmer,514135
Ding (vessel),929966
Dinghy,135131
Dinitrogen tetroxide,186259
Dinoflagellate luciferase,38348302
Dinoseb,19505215
Dinutuximab,46216304
Diode,8254
Diode logic,4035529
Diode modelling,3950489
Diopside,1023548
Dioptase,875206
Diorite,443366
Diosgenin,6887590
Diosmin,4864428
Dioxathion,8116034
Dioxygen difluoride,2171432
Dip-coating,4444573
Dip-pen nanolithography,2164976
Dip moulding,51462098
Dip pen,238972
Dip soldering,12115584
Dipalmitoylphosphatidylcholine,3782852
Dipeptide,584211
Diphenoxylate,1776481
Diphenyl carbonate,22634884
Diphenyl diselenide,7172180
Diphenyl ether,17140219
Diphenylamine,3595455
Diphenylchlorarsine,3323515
Diphenylketene,7901646
Diphenylmethanol,3317631
Diphenylphosphine,15922132
Diphenylphosphoryl azide,13680140
Diphosgene,352513
Diphtheria toxin,5505849
Diplexer,948432
Dipole antenna,465156
Dipole magnet,547219
Dipotassium phosphate,5390895
Dipropylene glycol,22322716
Dipsacus fullonum,4298215
Dipyridamole,1063753
Direct-conversion receiver,2986919
Direct-sequence spread spectrum,41049
Direct-shift gearbox,1549949
DirectShow,700218
DirectSound,700216
DirectWrite,23152563
DirectX Video Acceleration,2364491
Direct Access Archive,5431445
Direct Client-to-Client,266100
Direct Connect (protocol),70342
Direct Corporate Access,20123839
Direct Rendering Manager,1471164
Direct TPMS,20094800
Direct analysis in real time,8236934
Direct bonding,31321957
Direct coupling,5258912
Direct coupling analysis,50890026
Direct current,47713
Direct debit,2600081
Direct exchange geothermal heat pump,16930987
Direct factor Xa inhibitors,18943424
Direct inward dial,1915385
Direct methanol fuel cell,1049602
Direct part marking,15233875
Direct reduced iron,2853291
Direct stiffness method,2841222
Direct tension indicator,32554525
Direct therapeutic exposure,648685
Direct thrombin inhibitor,7292635
Direct voice input,8820064
Directed-energy weapon,453420
Directed acyclic graph,204002
Directed differentiation,44305878
Directed evolution,4682359
Direction finding,820724
Directional antenna,342371
Directory Opus,1199082
Directory traversal attack,2324396
Dirhenium decacarbonyl,13972308
Dirtbox (cell phone),44417797
Dirty bomb,55982
Dirty paper coding,11628277
Disappearing gun,7347116
Disaster recovery,78091402
Disc brake,59597
Disc coupling,18559066
Disc cutter,81754649
Disc fibula,53230170
Disc film,173720
Disc golf,8212
Disc harrow,19764760
Disc mill,3780438
Discodermolide,3325951
Discone antenna,2152379
Disconnector,2178304
Discontinuity layout optimization,24824947
Discontinuous transmission,2079785
Discotic liquid crystal,22300890
Discrete Universal Denoiser,36101491
Discrete cosine transform,59962
Discrete element method,63473
Discrete global grid,43791967
Discrete ordinates method,53894060
Discrete rate simulation,42177771
Discrete sine transform,196095
Discrete wavelet transform,857564
Discretization,330017
Discrimination testing,6185334
Discriminator,14674111
Disease registry,18137793
Dishwasher,81036
Dishwasher detergent,53506646
Dishwashing liquid,3263286
Disiloxane,26862274
Disinfectant,478185
Disjoint-set data structure,1037551
Disk buffer,8641308
Disk encryption software,1845155
Disk encryption theory,3395256
Disk formatting,305743
Disk image,82921
Disk magazine,2116064
Disk partitioning,55380
Disk quota,769280
Diskless Remote Boot in Linux,3133975
Diskless node,1341263
Disney+ Hotstar,45382070
Disodium citrate,8119545
Disodium inosinate,215055
Disodium octaborate,13430406
Disodium phosphate,9646527
Disodium pyrophosphate,8899136
Disordered Structure Refinement,53123871
Disparlure,37651492
Dispersant,14095325
Dispersin B,20834652
Dispersion polymerization,44635220
Dispersion staining,18500380
Dispersive prism,8178295
Displacement chromatography,15881178
Displacement ventilation,4148087
DisplayID,27944315
DisplayPort,2515655
Display Serial Interface,14354143
Display aspect ratio,17455275
Display case,21046621
Display device,450703
Display lag,21631471
Display stand,29287967
Disposable cup,50071628
Disposable email address,1626908
Disposable grill,23721664
Disruptive Pattern Camouflage Uniform,3590669
Disruptive Pattern Material,2922507
Dissection,611229
Dissipative particle dynamics,12578506
Dissolve (filmmaking),1649015
Dissolved gas analysis,7508003
Dissolving pulp,21176952
Distance education,8997
Distance matrix,831350
Distance measuring equipment,684703
Distant Early Warning Line,614142
Distilled water,106242
Distorted thread locknut,17605567
Distortion meter,28944525
Distraction osteogenesis,2989216
Distributed-element model,301950
Distributed Data Management Architecture,43127527
Distributed Interactive Simulation,1127038
Distributed acoustic sensing,34408996
Distributed amplifier,5630800
Distributed antenna system,5702132
Distributed artificial intelligence,237629
Distributed computing,8501
Distributed constraint optimization,4255513
Distributed control system,274816
Distributed firewall,23870546
Distributed generation,245963
Distributed hash table,192141
Distributed key generation,6870523
Distributed ledger,50414407
Distributed minimum spanning tree,6183392
Distributed mode loudspeaker,20795689
Distributed operating system,26524575
Distributed power,246655
Distributed practice,34976279
Distributed switching,41056
Distributed temperature sensing,6593900
Distributed transmission system,20376898
Distributed tree search,50546680
Distribution board,751771
Distribution frame,411837
Distribution transformer,1322118
Distributional semantics,7302228
District cooling,6243127
District heating,1669741
Disuccinimidyl suberate,24434918
Disulfide,65948
Disulfiram,243387
Disulfite,25372730
Disulfur dichloride,4762467
Ditetrahydrofurylpropane,33964040
Dithiocarbamate,8117539
Dithioerythritol,5391903
Dithionite,3370094
Dithiothreitol,2539691
Dithranol,3075769
Diuretic,40496970
Dive boat,1267583
Dive brake,3152263
Dive computer,302027
Dive profile,9064325
Diver communications,494866
Diver detection sonar,18312919
Diver navigation,4876592
Diver propulsion vehicle,595882
Diversity arrays technology,24840027
Diverterless supersonic inlet,30833197
Diving activities,460458
Diving chamber,2388344
Diving cylinder,460321
Diving equipment,23617397
Diving helmet,488252
Diving mask,489992
Diving regulator,460952
Diving suit,326538
Diving support vessel,989004
Diving watch,8933776
Diving weighting system,490008
Divinylbenzene,8087667
Dixanthogen disulfide,23294843
DjVu,610868
Djay (software),10699772
Djembe,326011
Dm-crypt,10782256
Dobsonian telescope,421517
Doc (computing),310564
Docking (molecular),2292623
Docking station,1468958
Docosahexaenoic acid,1673318
Docosanedioic acid,30882797
Doctrine (PHP),16059445
Document Object Model,8743
Document camera,14392996
Document capture software,23392007
Document collaboration,3682302
Document processing,1191600
Documentation generator,1532119
Dodecaborate,45698778
Dodecacalcium hepta-aluminate,9278016
Dodecanedioic acid,23975641
Dodecanol,2084166
Doenjang,2354079
Dog collar,1710257
Dog crate,4314522
Dog food,236573
Dog grooming,18870225
Dog tag,7946
Dog training,1225841
Dogecoin,41360413
Dogfight,459254
Dogpile,548122
Doji,21020925
Dokan Library,50063067
Dolby Atmos,36021365
Dolby Digital,82898
Dolby Digital Plus,2155855
Dolby Vision,41640584
Dolly zoom,177117
Dolomite (mineral),102519
Dolomite (rock),1020491
Dolutegravir,31576512
Domain-specific language,519239
DomainKeys Identified Mail,4928626
Domain Name System,8339
Domain Name System Security Extensions,337389
Domain Name System blocklist,153977
Domain adaptation,45390860
Domperidone,964888
Doner kebab,877704
Door,8637
Door breaching,15618180
Door chain,13531550
Door closer,1347818
Door control unit,43955598
Door handle,1205348
Door hanger,24242621
Door security,10814801
Dopamine agonist,4054142
Dopamine antagonist,1389185
Doppler cooling,4147558
Doppler fetal monitor,14993731
Doppler radar,78446
Doppler ultrasonography,41970891
Dornase alfa,2462634
Dosage form,7481381
Dose-volume histogram,16693318
Dosimeter,40363
Dot blot,4128491
Dot distribution map,27206776
Dot matrix printing,50679
Dotted Swiss (fabric),32923961
Double-clad fiber,4254345
Double-skin facade,22656247
Double Ratchet Algorithm,49111333
Double Tools for DoubleSpace,21032020
Double bass,8816
Double bridle,2301314
Double dispatch,1010669
Double encoding,47655354
Double hull,2397350
Double rifle,2434029
Double tee,46523314
Double wishbone suspension,1108499
Doubled haploidy,14436317
Doubly labeled water,4680330
Doubly linked list,4731859
Douglas A-1 Skyraider,189577
Dowel,2850670
Down-the-hole drill,20788787
Down feather,1084904
Downcasting,11800512
Downhole heat exchanger,22560835
Doxepin,1673425
Doxorubicin,1802881
Doxycycline,660870
Doxygen,471015
Dpkg,187483
Draft (boiler),3910661
Draft tube,39518671
Drag link,1793976
Drag racing,8373
Drag reducing agent,19631836
Drag reduction system,31531906
DragonDictate,2620035
Drain (surgery),4954198
Drainage equation,24620634
Draisine,1218710
Draught excluder,35378820
Drawer,6107978
Drawn thread work,87875
Dreamcast,29036
Dredging,947692
Dressing (medicine),2662923
Dried cranberry,1970724
Dried lime,3316320
Drift-field transistor,11416513
Drift meter,33216231
Drill,205126
Drill bit,452219
Drill bushing,27883163
Drill cuttings,5124364
Drill stem test,5677189
Drilling fluid,3229964
Drilling jumbo,45204119
Drillship,2616345
Drink,7984
Drinking straw,967372
Drinking water,198725
Drip coffee,273707
Drip irrigation,757254
Drive letter assignment,55424
Drive shaft,1022803
Drive testing,8103238
Drive wheel,2088435
Driverless tractor,38711859
Drivetrain,41620681
Driving band,487299
Driving glove,30712312
Driving simulator,985187
Drogue parachute,969586
Dronabinol,25566420
Drone,299871
Dronpa,38553234
Drools,10706365
Drop shadow,3668374
Drop tank,1065861
Drop tube,1272465
Droplet-based microfluidics,54022162
Dropped ceiling,2403966
Dropping funnel,3621517
Drospirenone,2444141
Drug-eluting stent,5284087
Drug carrier,4841337
Drug design,579414
Drug discovery,571274
Drug disposal,53643469
Drug injection,6447865
Drum brake,59722
Drum kit,9079
Drum machine,45839
Drum magazine,3863294
Drum memory,146961
Drum motor,21952454
Drum tuning,47871371
Drupal,166004
Dry box,726015
Dry cell,1178756
Dry cleaning,172118
Dry distillation,595145
Dry dung fuel,37277820
Dry etching,1112733
Dry gas seal,23812281
Dry ice,59156
Dry lubricant,14949005
Dry mortar production line,44315733
Dry shampoo,24282148
Dry suit,291791
Dry sump,1225645
Dry toilet,28236254
Drying cabinet,17183344
Drypoint,174259
Drywall,331784
DuPhos,25234573
Dual-polarization interferometry,6043553
Dual-purpose improved conventional munition,2239775
Dual-touchscreen,23314368
DualShock,936363
Dual SIM,12574529
Dual carriageway,692197
Dual headphone adapter,5124001
Dual therapy stent,42297424
Dubbing,8860
Dubins path,35938288
Dublin Core,8742
Duck typing,440018
Ducrete,3567920
Duct (flow),6280965
Duct leakage testing,30090850
Duct tape,43707
Ducted fan,477437
Ducted propeller,19934569
Ductile iron,1349885
Duda,6896407
Dumpster,9251895
Dune buggy,68468
Dunnage,1440257
Dunnage bag,24675878
Duoplasmatron,2995992
Duotone,996295
Duplex printing,5561979
Duplex sequencing,49528672
Duplex stainless steel,35839375
Dupuytren's contracture,732148
Duralumin,162197
Durene,11020577
Duroplast,1848930
Dust collector,4092733
Dust reduction system,12302784
Dutch door,384513
Dutch oven,337249
Dutchman (repair),43682860
Duty cycle,41078
Dvorak technique,5240327
Dwell mechanism,41506974
Dydrogesterone,6662282
Dye,8179
Dye-sensitized solar cell,1932063
Dye-sublimation printing,149644
Dye laser,387512
Dymola,17397107
Dynamic Business Modeling,24747714
Dynamic DNS,80150
Dynamic HTML,8996
Dynamic Host Configuration Protocol,8622
Dynamic application security testing,11891019
Dynamic carrier control,8028205
Dynamic combinatorial chemistry,24519232
Dynamic connectivity,45284474
Dynamic covalent chemistry,2801321
Dynamic device mapping,17430950
Dynamic energy budget theory,3368580
Dynamic financial analysis,4438149
Dynamic functional connectivity,41118642
Dynamic game difficulty balancing,22006984
Dynamic hydrogen electrode,25086315
Dynamic light scattering,6170575
Dynamic linker,3600079
Dynamic loading,10131591
Dynamic mechanical analysis,258827
Dynamic nuclear polarization,1119342
Dynamic positioning,295601
Dynamic pricing,8786058
Dynamic range compression,262733
Dynamic recompilation,175417
Dynamic relaxation,18731951
Dynamic rope,6368582
Dynamic scraped surface heat exchanger,19232416
Dynamic simulation,79305692
Dynamic speckle,26921073
Dynamic time warping,342855
Dynamic topic model,34073580
Dynamic vapor sorption,23547123
Dynamic voltage restoration,20895994
Dynamite,8078
DynamoRIO,38567772
Dynamometer,908654
Dyneema Composite Fabric,9565562
Dysprosium,8102
Dzus fastener,11667414
E-SCREEN,52019270
E-UTRA,4151057
E-Verify,14041658
E-ZPass,427057
E-government in Europe,25729657
E-meter,899924
E-reader,8712750
E-research,9560227
E-textiles,14206086
E.164,51791
EAGLE (program),1470123
EBird,12693385
EBow,839576
ECAPS,19073701
ECA stack,1615344
ECMAScript,188515
ECRM,3263128
ECTFE,4408311
EDA database,3502601
EDDHA,14320517
EDDS,8927420
EDTMP,22759890
EELV Secondary Payload Adapter,32704836
EEPROM,50597
EFuse,9770391
EHealth,1547057
EIDORS,46930681
EIDR,31890739
ELED,48837863
ELISA,95162
ELM327,35737744
ELOM-080,29649608
ELinks,19950428
EMS VCS 3,518137
EMV,458524
EMule,5464202
ENCODE,2140955
EOS imaging,46908677
EPANET,27838362
EPDM rubber,1543776
EPROM,73333
EPUB,20432638
EQ-5D,46461872
ERC (software),1213514
ERDL pattern,14392757
ERMES,15479869
ESP32,51499278
ESPN+,54203407
ESR meter,25879925
ETFE,2588316
ETrace,26185276
EUCOMM,31115961
EUR-pallet,31777521
EVEX prefix,41193790
EVOP,12435078
EVO Smart Console,5936445
EXeLearning,44172003
E (verification language),8367715
E Ink,3141476
Eagle Claw,354187
Ear piercing instrument,1228658
Ear print analysis,49354519
Earcon,5989904
Early warning system,2621111
Earmuffs,1153576
Earned value management,9728
Earplug,945775
Earring,295398
Earth Point,8960940
Earth anchor,36448235
Earth battery,505992
Earth observation,4650693
Earth observation satellite,46597
Earth shelter,72232
Earthen plaster,9775327
Earthenware,344775
Earthing system,2251965
Earthquake engineering,2111048
Earthquake valve,7978633
Earthworks,426768
Ease of Access,30999586
East Asian Gothic typeface,926877
Eastern blot,21890398
Eau de toilette,11643218
Ebastine,7065881
Ebonite,283829
Ebook,23916629
Ebullated bed reactor,48808996
Ecdysone receptor,15376175
Echinocandin,9471292
Echium,3169168
Echo,238901
Echo (computing),17306295
Echo sounding,167506
Echo suppression and cancellation,42401451
Echoplex,5538132
Echothiophate,745316
Ecklonia cava,23446566
Eclipse Che,50259021
EcoRI,49256303
EcoRV,8483791
Eco pickled surface,22298596
Econazole,4850380
Economic entomology,3966878
Economizer,4655742
Economy picking,3481937
Ectoine,2890838
Eculizumab,7086253
Eddy-current testing,2827776
Eddy covariance,3547877
Eddy current,465008
Edge Side Includes,2854471
Edge computing,5276122
Edge connector,328916
Edgeworthia chrysantha,25545827
Edible seaweed,23181822
Edison screw,7260875
Edit distance,406427
Editra,33917525
Edrophonium,622273
Educational Broadband Service,9231406
Educational data mining,29915619
Educational film,1398768
Educational game,306090
Educational software,290786
Educational technology,1944675
Efavirenz,1856628
Effect system,677451
Effective microorganism,7315172
Effects range low and effects range median,36054440
Effervescent tablet,30760126
Efficient XML Interchange,12060598
Eflornithine,1453225
Efonidipine,18264937
Eftilagimod alpha,46557481
Egg donation,1765384
Egg lecithin,37997021
Egg oil,32986308
Egg substitutes,39158653
Egg wash,23218400
Eggbeater kick,30765842
Eggshell membrane,43040945
EgoNet,31800185
Egyptian blue,5399178
Eidophor,1894767
Eigenface,348692
Eigensystem realization algorithm,32859363
Eikonal equation,4557698
Einzel lens,3596468
Eisenia fetida,3123996
Ejabberd,1027608
Ektar,2315021
ElGamal encryption,59458
ElGamal signature scheme,2033473
Elagolix,48187627
Elastic map,28476914
Elastic recoil detection,2321375
Elasticsearch,33179123
Elastin-like polypeptides,46971882
Elastography,276184
Elastomeric connector,22400443
Elbasvir/grazoprevir,49278648
Electret,492429
Electret microphone,5025976
Electric Pencil,4172655
Electric arc,1239265
Electric armour,41822955
Electric battery,19174720
Electric bell,1998798
Electric bicycle,3025876
Electric blanket,4515124
Electric boat,36975
Electric boiler,16754063
Electric bus,2260020
Electric car,16105186
Electric chair,75215
Electric clock,5879463
Electric discharge,3007213
Electric fence,1920222
Electric furnace,4480326
Electric gate,15514189
Electric generator,82330
Electric guitar,10272
Electric jacket,10744722
Electric knife,3949917
Electric locomotive,390883
Electric match,5756175
Electric motorcycles and scooters,8044387
Electric overhead traveling crane,52026083
Electric pen,2023084
Electric piano,302189
Electric power conversion,618120
Electric power distribution,212253
Electric power system,14105333
Electric skateboard,28363118
Electric strike,5397397
Electric toothbrush,1185889
Electric train,3738425
Electric truck,2305961
Electric unicycle,176266
Electric upright bass,1663879
Electric vehicle,279350
Electric vehicle conversion,1847022
Electric watch,18526571
Electrical aerosol spectrometer,45662064
Electrical breakdown,853826
Electrical cable,42418
Electrical capacitance tomography,5811775
Electrical conductivity meter,11405691
Electrical conduit,43657450
Electrical connector,152654
Electrical discharge machining,75485
Electrical element,175716
Electrical equipment in hazardous areas,2542454
Electrical fault,6499752
Electrical impedance tomography,904056
Electrical mobility,1546092
Electrical muscle stimulation,5004001
Electrical network frequency analysis,27579471
Electrical resistivity tomography,3625483
Electrical steel,3737589
Electrical substation,28591365
Electrical treeing,4592652
Electrical wiring,1105937
Electrically conductive adhesive,34482599
Electricity meter,1138590
Electricity price forecasting,48684895
Electrification,551731
Electro-diesel multiple unit,51293395
Electro-mechanical game,34967368
Electro-optical sensor,10924057
Electro-optics,41105
Electro-osmosis,349654
Electro-switchable biosurface,43671366
Electroactive polymer,1490017
Electrocardiography in myocardial infarction,27732712
Electrocatalyst,21724858
Electrochemical cell,10339
Electrochemical engineering,30129507
Electrochemical grinding,21114537
Electrochemical hydrogen compressor,24824635
Electrochemical machining,1395309
Electrochemical migration,8035604
Electrochemical regeneration,26322637
Electrochemiluminescence,14798494
Electrochemistry,9601
Electrochemotherapy,15081764
Electrochlorination,33391213
Electrochromic device,8969039
Electrochromism,1586159
Electrocochleography,32401778
Electroconvulsive therapy,44093
Electrocorticography,3779468
Electrode,10008
Electrode boiler,26350457
Electrodeionization,27211191
Electrodeless plasma thruster,3831024
Electrodermal activity,1001343
Electrodialysis,3721520
Electrodynamic speaker driver,19889559
Electrodynamic suspension,495189
Electrodynamic tether,2860340
Electroencephalography functional magnetic resonance imaging,7931146
Electroextraction,3643923
Electrofishing,12694805
Electrogalvanization,10395522
Electrogastrogram,3055035
Electrohydraulic servo valve,19826297
Electrokinetic remediation,25296388
Electrolarynx,2496513
Electroless deposition,3642362
Electroless nickel-phosphorus plating,4764018
Electroluminescence,60879
Electroluminescent display,4026007
Electroluminescent wire,8562026
Electrolysis,38257
Electrolytic capacitor,343492
Electrolytic cell,361021
Electromagnet,92377
Electromagnetic Aircraft Launch System,3283469
Electromagnetic acoustic transducer,12389063
Electromagnetic attack,50265069
Electromagnetic brake,11479997
Electromagnetic cavity,854305
Electromagnetic clutch,9015776
Electromagnetic coil,7425
Electromagnetic compatibility,41093
Electromagnetic formation flight,10182821
Electromagnetic forming,1388228
Electromagnetic induction,65888
Electromagnetic lock,22686339
Electromagnetic metasurface,46719532
Electromagnetic navigation bronchoscopy,28087935
Electromagnetic propulsion,626196
Electromagnetic pulse,39519079
Electromagnetic shielding,1564394
Electromagnetic suspension,2267305
Electromagnetically induced acoustic noise,53475705
Electromagnetically induced grating,16907616
Electromanipulation,10454913
Electromechanical film,14488117
Electron-beam furnace,21337146
Electron-beam welding,758604
Electron backscatter diffraction,1678541
Electron crystallography,1822961
Electron diffraction,277702
Electron emission,5649176
Electron gun,515788
Electron holography,4533454
Electron ionization,340284
Electron microprobe,80332041
Electron microscope,9730
Electron multiplier,1777403
Electron nuclear double resonance,25463466
Electron paramagnetic resonance,1926015
Electron precipitation,36139328
Electron scattering,3201543
Electron spectrometer,2390915
Electron spectroscopy,4207738
Electroneuronography,1176280
Electronic System for Travel Authorization,5338887
Electronic Video Recording,9336627
Electronic apex locator,25258912
Electronic article surveillance,1802422
Electronic assessment,650653
Electronic authentication,7363430
Electronic bidet,39367041
Electronic billing,6456883
Electronic cash,326940
Electronic cigarette,11996885
Electronic circuit simulation,10900720
Electronic communication network,1440683
Electronic component,1886820
Electronic court filing,21904205
Electronic dictionary,2854616
Electronic differential,12052294
Electronic drum,1437688
Electronic engineering,28923925
Electronic filter,1866533
Electronic flight bag,3910194
Electronic fluency device,13269219
Electronic funds transfer,2933543
Electronic game,1689753
Electronic health record,1129641
Electronic hook switch,32836535
Electronic identification,1262466
Electronic lab notebook,1616185
Electronic license plate,26962480
Electronic lock,3034286
Electronic meeting system,943885
Electronic nose,8736181
Electronic organizer,1971410
Electronic paper,9225
Electronic prescribing,19686742
Electronic program guide,1331154
Electronic signature,627040
Electronic skin,40054681
Electronic stability control,420943
Electronic switch,8969189
Electronic symbol,2933007
Electronic tagging,87233
Electronic test equipment,273959
Electronic ticket,1591958
Electronic toll collection,370644
Electronic tongue,8736698
Electronic trading platform,21010744
Electronic tuner,4385464
Electronic visual display,18760119
Electronic voting,371301
Electronic voting in India,501123
Electronically controlled unit injector,36453650
Electronics,9663
Electroosmotic pump,15294873
Electropermanent magnet,35346850
Electrophilic substitution of unsaturated silanes,27486634
Electrophoretic color marker,19742557
Electrophoretic deposition,1476858
Electrophoretic light scattering,13756871
Electrophysiology,156940
Electropolishing,598373
Electroporation,39619
Electrorheological fluid,1370229
Electroshock weapon,452676
Electrospinning,1352090
Electrospray,2234210
Electrospray ionization,428085
Electrostatic analyzer,9527899
Electrostatic coating,21040521
Electrostatic deflection,616958
Electrostatic detection device,4249846
Electrostatic discharge,75049
Electrostatic generator,1573430
Electrostatic loudspeaker,196048
Electrostatic particle accelerator,26877140
Electrostriction,1303480
Electrosurgery,3553341
Electrotherapy,1389140
Electrotyping,2920436
Electrowetting,491221
Electrowinning,1722516
Elemene,33792016
Elementary OS,38594890
Elemicin,3272992
Elevator,19373997
Elevon,496699
Elias gamma coding,51761
Elicitor,34609653
Elixir,457424
Elixir (programming language),38202780
Elizabethan collar,3716026
Ellingham diagram,3738185
Ellipsometry,1177592
Elliptic-curve cryptography,9966
Elliptic curve,10225
Elliptic curve point multiplication,28244303
Elliptical trainer,1393614
Elo rating system,70421
Elotuzumab,18864393
Emacs,18933234
Email,9738
Email address,295032
Email attachment,865752
Email authentication,1497388
Email forwarding,10792005
Email hosting service,3701751
Email migration,29739951
Email spoofing,3473219
Emamectin,26909391
Embedded analytics,47485347
Embedded hypervisor,21577832
Embedded instrumentation,37752399
Embedded intelligence,42267439
Embedded software,638447
Embedded system,46630
Embodied agent,2730882
Embolectomy,21535163
Embolization,1403328
Embossing (manufacturing),17033109
Embouchure,10365
Embroidered patch,13930401
Embryo culture,26195178
Embryo quality,38823222
Embryo rescue,31525688
Embryonic stem cell,1029022
Emergency Alert System,175507
Emergency Broadcast System,77687
Emergency aircraft evacuation,20348803
Emergency ascent,34944182
Emergency brake (train),627961
Emergency communication system,35486581
Emergency contraception,18939
Emergency eyewash and safety shower station,48538870
Emergency light,1340430
Emergency medical services,52975
Emergency oxygen system,10039375
Emergency tourniquet,291726
Emergency vehicle lighting,2843559
Emetine,13147078
Emission test cycle,4025645
Emmer,89367
Emodepside,8858088
Emoji,513844
Emotion Markup Language,14199008
Emotion recognition,48198256
Emotional Stroop test,3121804
Emotionally focused therapy,12835695
Empagliflozin,37113247
Employee monitoring software,7674023
Employee scheduling software,6603087
Emtricitabine/tenofovir,3999292
Emulsified fuel,32310124
Emulsion,10290
Emulsion polymerization,316993
EnOcean,2526997
Enalapril,711593
Enamel paint,314650
Enantioselective synthesis,1463286
EncFS,4387118
Encapsulin nanocompartment,48483838
Encarsia,30110741
Encarsia formosa,10831717
Encasement,35364255
Encaustic tile,1303985
Enclomifene,12978453
Encoder (digital),53929893
Encoder receiver transmitter,37001174
Encrypted Title Key,20705008
Encrypting File System,628391
Encryption,10294
End-of-train device,727012
End-to-end encryption,1065362
End-to-end principle,238042
End group,1827146
End key,7219491
End mill,2637701
Enders SAMP/RAMP hydrazone-alkylation reaction,33968017
Endianness,43026
Endoclip,11233985
Endocrine surgery,998911
Endodontic files and reamers,25260396
Endodontics,1028619
Endoglycosidase,2191722
Endoglycosidase H,11380335
Endometrial biopsy,12186401
Endomicroscopy,37293330
Endophyte,889890
Endoscope,421149
Endoscopic retrograde cholangiopancreatography,756835
Endoscopic ultrasound,3902553
Endoscopy,197002
Endosulfan,2987957
Endothelial colony forming cell,46679582
Endothermic gas,27930626
Endovascular aneurysm repair,11069162
Endovascular coiling,33891456
Endoxifen,52251139
Endpin,1103779
Endrin,3599365
Endurance training,6490834
Enediyne,21032939
Energetically modified cement,39204523
Energy audit,9728715
Energy conservation,478933
Energy crop,5665192
Energy gel,30870999
Energy minimization,12335752
Energy modeling,50413747
Energy storage,24130
Enfuvirtide,205587
Engagement Skills Trainer,19243156
Engine,9640
Engine balance,2771228
Engine braking,1017856
Engine configuration,199966
Engine efficiency,7248770
Engine swap,950397
Engine turning,338076
Engineer's blue,236898
Engineered cementitious composite,3427155
Engineered wood,276504
Engineering controls,81993848
Engineering drawing,171414
Engineering fit,17404454
English saddle,905478
Engraving,60125
Enhanced Interior Gateway Routing Protocol,51544
Enhanced Write Filter,17647665
Enhanced flight vision system,48371359
Enhanced geothermal system,12951705
Enhanced motion vehicle,26895206
Enhanced oil recovery,4381419
Enhanced privacy ID,47826553
Enhanced television,9496688
Enhanced vegetation index,8519647
Enilconazole,22052160
Enobosarm,19965383
Enoxacin,5127984
Enoxaparin sodium,2356860
Enoxolone,1951102
Enriched uranium,37555
Ensemble forecasting,2451045
Ensemble learning,22212276
Entanglement distillation,20511149
Entecavir,1674675
Enterprise Integration Patterns,11335534
Enterprise Mashup Markup Language,23983698
Enterprise Objects Framework,59561
Enterprise application integration,842555
Enterprise content integration,3919199
Enterprise content management,1644982
Enterprise file synchronization and sharing,51140025
Enterprise integration,1700100
Enterprise master patient index,7043609
Enterprise portal,5016773
Enterprise resource planning,9310
Enterprise service bus,928254
Enterprise software,2302514
Entertainment robot,1451221
Entertainment technology,3720589
Entity Framework,10988060
Entity component system,38715612
Entity linking,38873466
Entomopathogenic nematode,4200196
Entomophaga grylli,46250279
Entrelac,4202899
Entrez,559212
Enumerated type,4723370
Environment Modules (software),10091731
Environment variable,349504
Environmental DNA,46925036
Environmental chamber,25644116
Environmental engineering,50702
Environmental magnetism,28810049
Environmental monitoring,22228846
Environmental remediation,406260
Environmental scanning electron microscope,9778156
Environmental stress screening,3115993
Enzalutamide,18066455
Enzymatic biofuel cell,16138478
Enzyme,9257
Enzyme assay,2634856
Enzyme inhibitor,5464960
Enzyme potentiated desensitization,6951047
Enzyme replacement therapy,3295601
Eos (protein),21170509
Eosin,97728
Eosin Y,3233724
Ephemeral port,146846
Epichlorohydrin,5233716
Epidermal growth factor,1228297
Epidermal growth factor receptor,1902394
Epidural blood patch,15191881
Epidural steroid injection,32960449
Epigenetic clock,40854066
Epigenetic therapy,42647878
Epigenome editing,42299134
Epigenomics,17704946
Epilator,5331293
Epinephrine autoinjector,285897
Epiphone,674648
Epirubicin,2150359
Episiotomy,311362
Episulfide,3389929
Epitaxial wafer,1978796
Epitaxy,449756
Epitiostanol,23951457
Epitranscriptome,41719778
Epoetin alfa,5810868
Epothilone,5139511
Epoxiconazole,30074798
Epoxide,355859
Epoxidized soybean oil,28990384
Epoxy,211724
